family_id,region,survey_type,satisfied_with_services,satisfied_case_management,involved_in_service_planning,gets_needed_information,services_meet_needs,respite_access_adequate,community_connections_support,would_recommend_services
FAM-00731,Finger Lakes,Adult Family Survey,0,1,1,1,1,1,0,1
FAM-00732,Southern Tier,Family/Guardian Survey,1,1,0,1,1,0,1,0
FAM-00733,Hudson Valley,Adult Family Survey,1,0,1,1,1,0,1,1
FAM-00734,Central New York,Family/Guardian Survey,1,1,1,0,1,1,1,1
FAM-00735,Southern Tier,Child Family Survey,1,1,1,1,1,0,0,1
FAM-00736,Finger Lakes,Family/Guardian Survey,1,1,1,1,1,1,0,1
FAM-00737,Mohawk Valley,Child Family Survey,1,1,1,1,1,1,1,1
FAM-00738,New York City,Family/Guardian Survey,1,1,0,1,1,1,1,1
FAM-00739,Western New York,Child Family Survey,1,1,1,1,1,1,0,1
FAM-00740,Capital Region,Family/Guardian Survey,1,1,1,0,0,0,1,1
FAM-00741,North Country,Child Family Survey,1,1,1,1,1,0,1,1
FAM-00742,New York City,Child Family Survey,1,1,1,0,1,0,0,1
FAM-00743,New York City,Adult Family Survey,1,1,1,0,0,1,1,1
FAM-00744,Capital Region,Family/Guardian Survey,1,0,1,1,0,1,1,1
FAM-00745,Mohawk Valley,Family/Guardian Survey,1,1,1,0,0,1,1,1
FAM-00746,New York City,Adult Family Survey,0,1,1,0,1,1,0,1
FAM-00747,Hudson Valley,Child Family Survey,0,1,1,1,0,1,1,1
FAM-00748,New York City,Family/Guardian Survey,1,1,1,1,1,0,0,1
FAM-00749,Long Island,Adult Family Survey,1,1,1,1,1,1,0,0
FAM-00750,New York City,Family/Guardian Survey,1,1,1,1,1,1,1,1
FAM-00751,New York City,Adult Family Survey,1,1,1,0,1,1,0,1
FAM-00752,Central New York,Child Family Survey,1,1,1,1,1,0,0,0
FAM-00753,Long Island,Adult Family Survey,1,1,1,1,1,1,1,0
FAM-00754,Hudson Valley,Child Family Survey,1,1,1,1,1,0,1,1
FAM-00755,New York City,Family/Guardian Survey,1,1,1,0,1,1,0,0
FAM-00756,Finger Lakes,Child Family Survey,1,1,1,1,1,1,0,1
FAM-00757,New York City,Child Family Survey,1,1,1,1,1,1,1,1
FAM-00758,Long Island,Child Family Survey,1,1,1,0,1,1,0,1
FAM-00759,New York City,Family/Guardian Survey,1,1,1,1,1,1,0,1
FAM-00760,New York City,Child Family Survey,1,1,0,0,1,1,1,1
FAM-00761,Finger Lakes,Family/Guardian Survey,0,1,1,0,1,0,1,1
FAM-00762,Hudson Valley,Adult Family Survey,1,1,1,1,1,1,1,1
FAM-00763,Capital Region,Child Family Survey,0,1,1,0,0,0,0,1
FAM-00764,Hudson Valley,Child Family Survey,1,1,1,1,0,0,1,0
FAM-00765,Hudson Valley,Adult Family Survey,1,1,1,0,1,1,0,1
FAM-00766,Long Island,Child Family Survey,1,1,0,0,1,1,1,1
FAM-00767,Mohawk Valley,Adult Family Survey,1,1,1,1,1,0,1,1
FAM-00768,New York City,Adult Family Survey,1,1,1,0,0,1,1,1
FAM-00769,Finger Lakes,Child Family Survey,1,1,0,0,1,1,0,1
FAM-00770,Hudson Valley,Family/Guardian Survey,1,1,1,1,1,0,1,0
FAM-00771,Southern Tier,Family/Guardian Survey,0,1,1,1,0,1,1,1
FAM-00772,Central New York,Child Family Survey,1,1,1,1,1,0,0,1
FAM-00773,Hudson Valley,Adult Family Survey,1,0,1,1,1,0,1,0
FAM-00774,New York City,Adult Family Survey,1,1,1,0,1,0,1,1
FAM-00775,Long Island,Adult Family Survey,1,1,1,1,1,0,0,0
FAM-00776,Finger Lakes,Child Family Survey,1,1,1,0,1,0,0,1
FAM-00777,Western New York,Family/Guardian Survey,0,0,0,1,1,1,1,1
FAM-00778,Capital Region,Adult Family Survey,1,1,1,1,1,0,0,0
FAM-00779,New York City,Family/Guardian Survey,0,1,1,1,1,1,1,1
FAM-00780,Long Island,Family/Guardian Survey,0,0,0,1,1,0,1,0
FAM-00781,Capital Region,Family/Guardian Survey,0,1,0,1,1,0,0,1
FAM-00782,Finger Lakes,Child Family Survey,1,1,1,1,1,0,1,1
FAM-00783,Finger Lakes,Child Family Survey,1,1,1,1,1,0,0,1
FAM-00784,New York City,Adult Family Survey,1,1,1,0,1,1,0,1
FAM-00785,Capital Region,Adult Family Survey,0,1,1,1,0,1,1,1
FAM-00786,New York City,Child Family Survey,1,0,1,1,1,0,1,1
FAM-00787,Hudson Valley,Adult Family Survey,1,1,1,0,1,1,0,0
FAM-00788,Central New York,Adult Family Survey,0,1,0,1,0,0,0,1
FAM-00789,Hudson Valley,Adult Family Survey,1,1,0,0,1,0,0,1
FAM-00790,Central New York,Family/Guardian Survey,1,0,0,1,1,0,0,0
FAM-00791,Capital Region,Child Family Survey,0,0,1,1,1,0,0,0
FAM-00792,New York City,Family/Guardian Survey,1,0,1,0,1,1,1,1
FAM-00793,New York City,Adult Family Survey,0,1,1,0,0,1,0,1
FAM-00794,Southern Tier,Child Family Survey,1,1,1,1,1,1,1,1
FAM-00795,New York City,Child Family Survey,1,1,1,1,1,0,0,1
FAM-00796,Capital Region,Family/Guardian Survey,0,1,1,0,0,1,0,0
FAM-00797,New York City,Family/Guardian Survey,1,1,1,0,1,1,0,1
FAM-00798,Western New York,Adult Family Survey,0,0,1,1,1,0,1,1
FAM-00799,Southern Tier,Family/Guardian Survey,1,1,1,1,0,1,1,1
FAM-00800,Capital Region,Child Family Survey,1,0,1,1,0,1,0,1
FAM-00801,North Country,Child Family Survey,1,1,1,1,1,0,1,1
FAM-00802,Mohawk Valley,Adult Family Survey,1,1,1,0,1,0,0,0
FAM-00803,Southern Tier,Child Family Survey,1,1,1,1,0,0,1,1
FAM-00804,Southern Tier,Child Family Survey,1,1,1,1,1,0,1,1
FAM-00805,Western New York,Adult Family Survey,1,0,1,1,1,0,0,1
FAM-00806,Hudson Valley,Child Family Survey,0,1,1,0,0,1,0,1
FAM-00807,Western New York,Family/Guardian Survey,1,1,1,1,1,1,1,1
FAM-00808,Hudson Valley,Adult Family Survey,1,1,1,1,0,1,1,0
FAM-00809,New York City,Child Family Survey,1,1,1,1,1,1,1,1
FAM-00810,Finger Lakes,Child Family Survey,1,1,0,1,0,0,0,1
FAM-00811,Hudson Valley,Adult Family Survey,1,0,1,0,1,0,0,1
FAM-00812,New York City,Child Family Survey,1,1,1,1,1,0,1,1
FAM-00813,Finger Lakes,Adult Family Survey,1,0,1,0,0,0,0,1
FAM-00814,Mohawk Valley,Child Family Survey,1,1,1,0,0,1,1,1
FAM-00815,Central New York,Adult Family Survey,1,0,0,1,1,0,1,0
FAM-00816,New York City,Adult Family Survey,1,1,1,1,1,0,1,1
FAM-00817,Hudson Valley,Family/Guardian Survey,1,1,0,1,1,0,0,0
FAM-00818,New York City,Family/Guardian Survey,1,1,1,0,1,1,0,1
FAM-00819,Western New York,Adult Family Survey,1,0,1,1,0,1,0,0
FAM-00820,Hudson Valley,Adult Family Survey,1,1,0,1,0,0,0,1
FAM-00821,New York City,Adult Family Survey,1,1,1,1,1,1,1,0
FAM-00822,Long Island,Family/Guardian Survey,1,1,1,1,1,0,0,0
FAM-00823,New York City,Family/Guardian Survey,1,1,1,1,0,1,1,1
FAM-00824,Hudson Valley,Family/Guardian Survey,1,1,1,0,1,0,1,1
FAM-00825,New York City,Child Family Survey,1,0,1,1,1,1,1,1
FAM-00826,Mohawk Valley,Family/Guardian Survey,1,1,1,1,1,1,1,1
FAM-00827,New York City,Child Family Survey,1,1,1,0,1,1,0,1
FAM-00828,New York City,Family/Guardian Survey,1,1,1,0,1,1,0,1
FAM-00829,Hudson Valley,Adult Family Survey,1,1,1,1,0,0,0,1
FAM-00830,Western New York,Family/Guardian Survey,1,1,1,0,1,1,1,0
FAM-00831,Central New York,Family/Guardian Survey,1,1,1,0,1,0,1,1
FAM-00832,Finger Lakes,Adult Family Survey,1,1,1,0,1,0,0,1
FAM-00833,Central New York,Family/Guardian Survey,1,1,1,0,1,1,1,1
FAM-00834,New York City,Adult Family Survey,1,1,1,1,1,1,1,1
FAM-00835,Mohawk Valley,Adult Family Survey,1,1,1,1,1,1,0,1
FAM-00836,Western New York,Adult Family Survey,1,0,1,0,1,0,0,1
FAM-00837,Hudson Valley,Family/Guardian Survey,0,0,0,1,1,0,0,1
FAM-00838,Hudson Valley,Family/Guardian Survey,1,1,1,0,1,1,1,1
FAM-00839,Southern Tier,Family/Guardian Survey,0,1,1,1,1,0,1,1
FAM-00840,Hudson Valley,Adult Family Survey,1,1,1,0,0,1,1,1
FAM-00841,New York City,Family/Guardian Survey,1,1,1,0,1,0,1,1
FAM-00842,New York City,Adult Family Survey,1,1,1,1,1,1,1,1
FAM-00843,Long Island,Family/Guardian Survey,1,1,1,1,1,1,1,1
FAM-00844,Hudson Valley,Family/Guardian Survey,1,1,1,1,1,0,1,1
FAM-00845,Southern Tier,Child Family Survey,1,0,0,1,0,0,1,1
FAM-00846,Western New York,Family/Guardian Survey,1,1,1,0,1,0,0,1
FAM-00847,New York City,Family/Guardian Survey,0,1,1,0,0,0,0,1
FAM-00848,Long Island,Child Family Survey,1,1,1,1,1,1,1,1
FAM-00849,Long Island,Child Family Survey,1,1,0,0,1,0,1,1
FAM-00850,Capital Region,Child Family Survey,1,1,1,1,0,1,0,1
FAM-00851,Southern Tier,Adult Family Survey,1,0,1,1,0,1,1,1
FAM-00852,New York City,Family/Guardian Survey,1,1,1,1,1,1,1,1
FAM-00853,Long Island,Family/Guardian Survey,1,1,1,1,1,0,0,1
FAM-00854,New York City,Child Family Survey,1,1,1,1,1,1,1,1
FAM-00855,Central New York,Adult Family Survey,1,1,1,1,1,0,1,1
FAM-00856,Long Island,Child Family Survey,1,1,1,0,0,1,0,1
FAM-00857,Western New York,Child Family Survey,0,1,0,0,0,1,0,1
FAM-00858,New York City,Family/Guardian Survey,0,1,1,1,1,1,1,1
FAM-00859,New York City,Adult Family Survey,1,1,1,0,1,1,1,1
FAM-00860,Long Island,Child Family Survey,0,1,0,1,1,0,1,1
FAM-00861,Finger Lakes,Family/Guardian Survey,1,1,1,1,1,0,0,1
FAM-00862,Hudson Valley,Child Family Survey,1,0,1,0,1,0,1,1
FAM-00863,Capital Region,Family/Guardian Survey,1,0,0,0,1,0,1,1
FAM-00864,New York City,Child Family Survey,1,1,1,1,1,1,0,0
FAM-00865,Hudson Valley,Child Family Survey,1,1,1,1,1,1,1,0
FAM-00866,Long Island,Adult Family Survey,1,1,1,0,0,1,1,0
FAM-00867,Long Island,Child Family Survey,1,1,1,1,0,0,0,0
FAM-00868,Capital Region,Adult Family Survey,0,1,1,1,1,0,1,0
FAM-00869,New York City,Adult Family Survey,0,1,0,1,0,1,1,1
FAM-00870,Southern Tier,Family/Guardian Survey,1,1,1,0,0,0,0,0
FAM-00871,Western New York,Child Family Survey,1,1,1,1,1,1,0,1
FAM-00872,Western New York,Family/Guardian Survey,0,0,1,1,1,0,1,0
FAM-00873,Hudson Valley,Child Family Survey,1,1,1,0,1,0,0,1
FAM-00874,New York City,Child Family Survey,1,1,1,1,1,1,1,1
FAM-00875,Capital Region,Child Family Survey,1,1,1,1,1,1,0,1
FAM-00876,Finger Lakes,Adult Family Survey,1,1,1,0,0,1,0,0
FAM-00877,New York City,Child Family Survey,1,1,1,1,1,1,0,1
FAM-00878,Hudson Valley,Child Family Survey,1,0,1,0,1,1,0,0
FAM-00879,Hudson Valley,Family/Guardian Survey,1,1,1,1,1,1,1,0
FAM-00880,Mohawk Valley,Family/Guardian Survey,1,0,1,1,1,0,1,1
FAM-00881,Southern Tier,Child Family Survey,1,1,1,0,1,1,1,1
FAM-00882,Mohawk Valley,Adult Family Survey,1,1,1,1,0,0,1,1
FAM-00883,Long Island,Adult Family Survey,1,1,1,1,1,1,1,1
FAM-00884,New York City,Family/Guardian Survey,1,1,1,0,0,1,1,1
FAM-00885,Finger Lakes,Family/Guardian Survey,0,0,1,1,1,1,0,1
FAM-00886,Hudson Valley,Adult Family Survey,1,1,1,1,0,0,1,0
FAM-00887,Long Island,Child Family Survey,1,1,1,0,1,1,1,1
FAM-00888,Central New York,Adult Family Survey,1,1,1,0,1,1,0,1
FAM-00889,New York City,Child Family Survey,1,1,1,1,1,1,1,1
FAM-00890,Western New York,Child Family Survey,1,1,1,0,1,1,1,1
FAM-00891,Southern Tier,Family/Guardian Survey,0,0,1,0,0,1,1,1
FAM-00892,Long Island,Family/Guardian Survey,1,1,1,1,1,1,0,0
FAM-00893,Central New York,Adult Family Survey,1,1,1,1,0,1,1,1
FAM-00894,Mohawk Valley,Adult Family Survey,1,1,1,1,1,1,0,1
FAM-00895,Central New York,Family/Guardian Survey,1,1,1,1,1,1,1,1
FAM-00896,Hudson Valley,Child Family Survey,1,0,0,1,0,0,1,1
FAM-00897,New York City,Family/Guardian Survey,1,1,1,1,1,1,1,1
FAM-00898,Western New York,Child Family Survey,0,1,1,1,1,1,1,1
FAM-00899,Long Island,Family/Guardian Survey,0,1,0,0,1,1,0,0
FAM-00900,New York City,Child Family Survey,1,1,0,0,1,0,0,1
FAM-00901,Hudson Valley,Adult Family Survey,1,0,0,1,1,1,1,1
FAM-00902,New York City,Child Family Survey,1,0,1,1,1,0,0,0
FAM-00903,New York City,Child Family Survey,1,0,1,0,1,1,1,1
FAM-00904,Central New York,Family/Guardian Survey,1,1,1,1,0,0,0,1
FAM-00905,Hudson Valley,Family/Guardian Survey,0,1,1,1,0,1,0,0
FAM-00906,Southern Tier,Adult Family Survey,1,1,1,0,1,0,0,1
FAM-00907,Long Island,Family/Guardian Survey,1,1,1,1,1,1,0,1
FAM-00908,Finger Lakes,Child Family Survey,1,1,1,1,1,1,1,1
FAM-00909,Mohawk Valley,Adult Family Survey,0,1,1,0,1,0,1,1
FAM-00910,New York City,Child Family Survey,1,1,1,1,0,0,1,1
FAM-00911,Finger Lakes,Adult Family Survey,1,1,0,0,1,1,0,1
FAM-00912,Hudson Valley,Adult Family Survey,0,0,1,0,1,0,0,1
FAM-00913,New York City,Adult Family Survey,1,1,1,1,1,0,1,1
FAM-00914,Finger Lakes,Adult Family Survey,1,1,0,1,1,0,0,0
FAM-00915,Hudson Valley,Child Family Survey,0,1,1,0,1,1,0,1
FAM-00916,Mohawk Valley,Family/Guardian Survey,1,1,1,0,1,0,1,0
FAM-00917,Central New York,Child Family Survey,1,0,1,1,1,1,0,0
FAM-00918,Central New York,Child Family Survey,1,1,0,1,1,1,1,0
FAM-00919,Hudson Valley,Family/Guardian Survey,1,1,1,1,1,0,1,1
FAM-00920,Hudson Valley,Child Family Survey,1,1,0,1,0,0,1,1
FAM-00921,Hudson Valley,Adult Family Survey,1,0,1,0,1,0,0,1
FAM-00922,Southern Tier,Child Family Survey,1,0,1,0,1,1,1,1
FAM-00923,Western New York,Family/Guardian Survey,1,1,1,0,0,0,0,1
FAM-00924,Western New York,Adult Family Survey,1,1,1,1,0,0,1,1
FAM-00925,Finger Lakes,Adult Family Survey,1,1,1,1,1,1,0,1
FAM-00926,Mohawk Valley,Child Family Survey,1,1,1,1,1,1,0,1
FAM-00927,Hudson Valley,Family/Guardian Survey,1,1,1,1,1,0,1,1
FAM-00928,New York City,Adult Family Survey,1,1,1,1,1,1,1,1
FAM-00929,Hudson Valley,Child Family Survey,1,1,1,1,0,1,1,1
FAM-00930,New York City,Child Family Survey,1,1,0,0,0,0,0,1
FAM-00931,Capital Region,Child Family Survey,1,1,1,1,1,1,0,1
FAM-00932,New York City,Family/Guardian Survey,1,1,0,1,1,1,1,1
FAM-00933,New York City,Child Family Survey,1,1,1,0,1,0,1,1
FAM-00934,Capital Region,Child Family Survey,0,1,1,0,1,0,1,1
FAM-00935,New York City,Child Family Survey,1,1,1,1,1,0,0,1
FAM-00936,Long Island,Child Family Survey,1,0,1,1,0,0,1,1
FAM-00937,New York City,Family/Guardian Survey,1,0,1,1,0,0,1,1
FAM-00938,Long Island,Family/Guardian Survey,0,1,1,1,1,0,1,0
FAM-00939,New York City,Child Family Survey,1,1,1,0,1,1,1,1
FAM-00940,North Country,Family/Guardian Survey,1,0,0,1,1,1,1,1
FAM-00941,New York City,Adult Family Survey,1,1,1,1,1,1,0,1
FAM-00942,Capital Region,Adult Family Survey,1,1,1,0,1,0,0,1
FAM-00943,Long Island,Child Family Survey,1,1,1,0,1,1,1,1
FAM-00944,North Country,Family/Guardian Survey,1,1,1,0,1,0,1,1
FAM-00945,Capital Region,Adult Family Survey,1,0,1,0,0,0,1,1
FAM-00946,Hudson Valley,Adult Family Survey,1,1,1,1,1,1,0,0
FAM-00947,Hudson Valley,Family/Guardian Survey,0,0,1,1,0,1,0,1
FAM-00948,New York City,Adult Family Survey,1,1,1,0,0,1,1,1
FAM-00949,New York City,Adult Family Survey,1,0,1,1,1,0,1,0
FAM-00950,New York City,Adult Family Survey,1,1,1,1,1,1,1,1
FAM-00951,Finger Lakes,Family/Guardian Survey,1,1,1,1,1,1,1,1
FAM-00952,Mohawk Valley,Family/Guardian Survey,1,0,1,1,1,1,1,1
FAM-00953,North Country,Family/Guardian Survey,1,0,1,1,1,0,0,1
FAM-00954,Capital Region,Family/Guardian Survey,0,1,0,0,0,1,1,1
FAM-00955,New York City,Child Family Survey,0,1,1,0,1,1,1,0
FAM-00956,Finger Lakes,Child Family Survey,1,1,1,1,1,0,0,1
FAM-00957,Long Island,Child Family Survey,1,1,1,1,0,1,1,1
FAM-00958,Southern Tier,Child Family Survey,1,1,0,1,1,0,1,1
FAM-00959,New York City,Family/Guardian Survey,1,1,1,1,1,0,1,1
FAM-00960,Capital Region,Family/Guardian Survey,1,1,1,0,1,1,1,1
FAM-00961,New York City,Child Family Survey,1,0,1,0,1,1,1,1
FAM-00962,Long Island,Child Family Survey,1,1,0,1,1,0,1,1
FAM-00963,Long Island,Child Family Survey,1,1,1,1,1,0,1,0
FAM-00964,Hudson Valley,Child Family Survey,1,1,1,1,1,1,1,0
FAM-00965,New York City,Child Family Survey,1,1,1,1,0,1,1,0
FAM-00966,Western New York,Adult Family Survey,1,1,1,1,0,1,1,1
FAM-00967,North Country,Adult Family Survey,1,0,1,1,1,0,1,1
FAM-00968,Capital Region,Child Family Survey,0,0,0,0,1,0,1,1
FAM-00969,New York City,Child Family Survey,1,1,1,1,1,1,1,1
FAM-00970,New York City,Adult Family Survey,1,1,1,1,1,1,0,1
FAM-00971,Capital Region,Child Family Survey,0,0,1,0,1,0,0,1
FAM-00972,Western New York,Adult Family Survey,1,1,1,0,0,1,0,0
FAM-00973,Hudson Valley,Child Family Survey,1,1,0,1,1,0,1,1
FAM-00974,Long Island,Adult Family Survey,1,0,0,1,1,1,1,1
FAM-00975,New York City,Family/Guardian Survey,1,1,0,1,0,0,1,1
FAM-00976,Finger Lakes,Adult Family Survey,0,0,1,1,1,0,1,1
FAM-00977,Hudson Valley,Child Family Survey,0,1,1,0,1,1,0,1
FAM-00978,Finger Lakes,Child Family Survey,1,1,1,1,1,0,1,1
FAM-00979,New York City,Child Family Survey,1,1,1,0,1,0,0,1
FAM-00980,New York City,Family/Guardian Survey,1,1,1,1,1,0,0,0
FAM-00981,New York City,Family/Guardian Survey,1,1,1,1,1,1,0,1
FAM-00982,Western New York,Child Family Survey,0,0,1,1,0,0,0,1
FAM-00983,Capital Region,Adult Family Survey,1,0,1,0,1,0,1,0
FAM-00984,Mohawk Valley,Child Family Survey,1,1,1,1,0,1,1,1
FAM-00985,New York City,Child Family Survey,1,1,1,1,1,0,1,1
FAM-00986,New York City,Adult Family Survey,1,1,1,1,1,1,0,1
FAM-00987,Capital Region,Family/Guardian Survey,1,0,1,0,0,0,0,1
FAM-00988,Finger Lakes,Family/Guardian Survey,1,1,0,1,1,0,1,1
FAM-00989,Central New York,Adult Family Survey,1,1,1,1,1,0,0,1
FAM-00990,New York City,Adult Family Survey,1,1,1,0,0,1,1,1
FAM-00991,Hudson Valley,Family/Guardian Survey,1,1,0,1,0,1,0,1
FAM-00992,New York City,Adult Family Survey,1,1,1,1,1,1,1,1
FAM-00993,Central New York,Family/Guardian Survey,1,1,1,1,1,0,1,1
FAM-00994,Hudson Valley,Family/Guardian Survey,1,0,1,0,0,1,1,0
FAM-00995,Capital Region,Family/Guardian Survey,0,0,1,1,1,1,0,1
FAM-00996,New York City,Family/Guardian Survey,1,1,1,1,1,0,1,1
FAM-00997,Capital Region,Adult Family Survey,1,1,1,0,0,0,1,1
FAM-00998,Central New York,Family/Guardian Survey,1,0,1,1,0,1,0,1
FAM-00999,Hudson Valley,Child Family Survey,1,1,1,0,1,1,1,1
FAM-01000,Hudson Valley,Child Family Survey,1,0,1,1,1,0,1,0
FAM-01001,Finger Lakes,Family/Guardian Survey,1,1,1,1,1,1,1,1
FAM-01002,Finger Lakes,Adult Family Survey,1,0,1,1,1,0,1,1
FAM-01003,Hudson Valley,Child Family Survey,1,0,1,1,1,1,0,1
FAM-01004,Capital Region,Child Family Survey,0,0,1,1,1,1,0,1
FAM-01005,North Country,Child Family Survey,0,1,1,1,0,1,0,0
FAM-01006,Long Island,Child Family Survey,0,1,0,0,1,1,1,1
FAM-01007,Long Island,Family/Guardian Survey,0,1,1,1,1,0,1,1
FAM-01008,Capital Region,Adult Family Survey,0,1,1,1,1,1,0,0
FAM-01009,Finger Lakes,Adult Family Survey,1,1,1,1,1,1,1,1
FAM-01010,Mohawk Valley,Adult Family Survey,1,1,1,1,1,0,1,1
FAM-01011,Capital Region,Family/Guardian Survey,1,1,1,0,0,1,1,0
FAM-01012,New York City,Family/Guardian Survey,1,1,1,1,1,1,1,1
FAM-01013,New York City,Child Family Survey,1,1,0,1,0,0,1,1
FAM-01014,Hudson Valley,Family/Guardian Survey,1,1,1,0,1,1,0,1
FAM-01015,New York City,Adult Family Survey,1,1,1,1,1,0,0,1
FAM-01016,Capital Region,Child Family Survey,1,0,1,0,0,0,1,1
FAM-01017,Capital Region,Child Family Survey,1,1,1,0,1,0,0,1
FAM-01018,Western New York,Child Family Survey,1,0,1,0,1,0,1,0
FAM-01019,Hudson Valley,Family/Guardian Survey,0,1,1,1,1,0,0,1
FAM-01020,Mohawk Valley,Child Family Survey,1,0,1,1,1,0,1,1
FAM-01021,New York City,Child Family Survey,1,1,1,1,1,0,1,1
FAM-01022,Finger Lakes,Family/Guardian Survey,1,1,1,1,1,1,1,1
FAM-01023,Long Island,Family/Guardian Survey,1,1,1,1,1,1,1,1
FAM-01024,Hudson Valley,Family/Guardian Survey,1,0,1,1,1,0,1,1
FAM-01025,Finger Lakes,Child Family Survey,1,1,1,1,1,1,0,1
FAM-01026,Finger Lakes,Family/Guardian Survey,1,0,1,0,1,1,0,1
FAM-01027,New York City,Family/Guardian Survey,1,1,1,0,1,1,1,1
FAM-01028,Finger Lakes,Adult Family Survey,1,1,1,0,1,1,1,0
FAM-01029,Long Island,Child Family Survey,1,1,1,1,0,1,0,1
FAM-01030,Western New York,Adult Family Survey,0,1,1,0,0,1,1,1
FAM-01031,Southern Tier,Adult Family Survey,1,1,1,0,1,0,1,1
FAM-01032,Hudson Valley,Adult Family Survey,1,1,0,0,1,0,0,0
FAM-01033,North Country,Adult Family Survey,1,1,1,0,1,0,1,0
FAM-01034,New York City,Adult Family Survey,1,1,1,1,1,1,0,0
FAM-01035,Finger Lakes,Adult Family Survey,1,1,1,1,1,1,1,1
FAM-01036,North Country,Family/Guardian Survey,1,0,1,1,1,0,0,0
FAM-01037,Long Island,Adult Family Survey,1,1,1,1,0,1,1,1
FAM-01038,New York City,Child Family Survey,1,1,1,1,1,1,0,1
FAM-01039,Western New York,Child Family Survey,1,1,1,1,1,0,0,1
FAM-01040,Hudson Valley,Child Family Survey,1,0,0,1,1,0,1,0
FAM-01041,Southern Tier,Adult Family Survey,1,1,1,0,1,0,1,0
FAM-01042,Central New York,Family/Guardian Survey,1,1,1,1,1,0,1,0
FAM-01043,Capital Region,Family/Guardian Survey,1,0,1,0,0,0,0,1
FAM-01044,Western New York,Family/Guardian Survey,1,1,1,1,0,0,0,1
FAM-01045,New York City,Child Family Survey,1,0,1,1,1,0,0,1
FAM-01046,Hudson Valley,Family/Guardian Survey,1,1,1,1,1,1,1,1
FAM-01047,Finger Lakes,Child Family Survey,1,1,1,1,1,0,0,1
FAM-01048,Central New York,Adult Family Survey,0,1,0,1,1,1,0,1
FAM-01049,Hudson Valley,Child Family Survey,1,1,1,1,0,0,0,0
FAM-01050,New York City,Adult Family Survey,1,1,1,1,1,1,1,1
FAM-01051,North Country,Child Family Survey,1,1,0,1,1,1,1,1
FAM-01052,Southern Tier,Family/Guardian Survey,1,0,0,1,1,1,1,0
FAM-01053,Capital Region,Adult Family Survey,1,1,1,0,1,0,1,0
FAM-01054,New York City,Child Family Survey,1,1,1,0,0,1,1,0
FAM-01055,Capital Region,Adult Family Survey,1,1,1,1,0,0,1,1
FAM-01056,Hudson Valley,Family/Guardian Survey,0,1,1,1,0,0,1,1
FAM-01057,Finger Lakes,Family/Guardian Survey,1,1,1,1,1,1,1,1
FAM-01058,Southern Tier,Family/Guardian Survey,1,0,1,1,1,1,1,1
FAM-01059,New York City,Adult Family Survey,1,1,0,1,1,1,0,1
FAM-01060,Long Island,Family/Guardian Survey,1,0,0,1,1,1,1,1
FAM-01061,Capital Region,Adult Family Survey,1,0,1,1,1,0,1,1
FAM-01062,Mohawk Valley,Child Family Survey,1,1,1,1,1,1,0,0
FAM-01063,North Country,Family/Guardian Survey,1,1,1,1,0,0,0,0
FAM-01064,New York City,Adult Family Survey,1,1,1,1,1,1,0,1
FAM-01065,Western New York,Family/Guardian Survey,1,0,1,0,1,0,1,0
FAM-01066,New York City,Family/Guardian Survey,0,1,1,0,1,1,0,1
FAM-01067,Finger Lakes,Child Family Survey,1,1,1,1,1,0,1,1
FAM-01068,Central New York,Family/Guardian Survey,1,0,1,1,0,0,1,1
FAM-01069,Hudson Valley,Adult Family Survey,0,0,1,1,1,1,0,1
FAM-01070,New York City,Family/Guardian Survey,1,1,1,1,1,1,1,1
FAM-01071,Southern Tier,Adult Family Survey,0,1,1,0,0,0,0,0
FAM-01072,Hudson Valley,Family/Guardian Survey,1,1,1,1,1,0,0,0
FAM-01073,Southern Tier,Child Family Survey,1,1,1,1,1,0,1,1
FAM-01074,New York City,Family/Guardian Survey,1,1,1,0,1,0,1,1
FAM-01075,New York City,Child Family Survey,1,1,1,1,1,0,1,1
FAM-01076,New York City,Adult Family Survey,1,0,0,1,1,0,1,1
FAM-01077,Long Island,Family/Guardian Survey,1,1,1,1,1,1,1,1
FAM-01078,Western New York,Adult Family Survey,1,0,1,1,0,1,1,0
FAM-01079,New York City,Family/Guardian Survey,1,1,1,0,0,1,1,1
FAM-01080,Finger Lakes,Child Family Survey,1,1,1,1,1,0,1,1
FAM-01081,Mohawk Valley,Family/Guardian Survey,0,1,1,1,0,0,1,1
FAM-01082,Central New York,Family/Guardian Survey,1,1,1,0,0,0,0,1
FAM-01083,Mohawk Valley,Adult Family Survey,1,1,1,1,1,0,1,1
FAM-01084,Finger Lakes,Adult Family Survey,1,1,1,0,1,1,1,0
FAM-01085,Hudson Valley,Family/Guardian Survey,0,0,1,1,0,0,1,1
FAM-01086,Long Island,Child Family Survey,1,1,0,0,1,1,1,1
FAM-01087,Long Island,Family/Guardian Survey,1,1,1,0,0,0,0,0
FAM-01088,Western New York,Family/Guardian Survey,0,1,1,1,1,0,0,1
FAM-01089,Central New York,Adult Family Survey,1,0,1,0,1,1,1,0
FAM-01090,New York City,Child Family Survey,1,1,1,1,0,0,0,1
FAM-01091,Central New York,Child Family Survey,1,1,1,0,1,1,1,1
FAM-01092,Hudson Valley,Family/Guardian Survey,0,0,1,1,1,1,1,1
FAM-01093,Western New York,Adult Family Survey,0,0,1,1,0,0,0,1
