family_id,region,survey_type,indicator_key,value,indicator
FAM-02264,New York City,Family/Guardian Survey,involved_in_service_planning,1,Involved in service planning
FAM-02265,New York City,Child Family Survey,involved_in_service_planning,1,Involved in service planning
FAM-02266,North Country,Family/Guardian Survey,involved_in_service_planning,1,Involved in service planning
FAM-02267,New York City,Child Family Survey,involved_in_service_planning,1,Involved in service planning
FAM-02268,Western New York,Family/Guardian Survey,involved_in_service_planning,1,Involved in service planning
FAM-02269,Long Island,Adult Family Survey,involved_in_service_planning,1,Involved in service planning
FAM-02270,Mohawk Valley,Adult Family Survey,involved_in_service_planning,1,Involved in service planning
FAM-02271,Western New York,Family/Guardian Survey,involved_in_service_planning,1,Involved in service planning
FAM-02272,New York City,Family/Guardian Survey,involved_in_service_planning,1,Involved in service planning
FAM-02273,Finger Lakes,Family/Guardian Survey,involved_in_service_planning,1,Involved in service planning
FAM-02274,Hudson Valley,Adult Family Survey,involved_in_service_planning,1,Involved in service planning
FAM-02275,Western New York,Family/Guardian Survey,involved_in_service_planning,1,Involved in service planning
FAM-02276,Western New York,Child Family Survey,involved_in_service_planning,1,Involved in service planning
FAM-02277,North Country,Family/Guardian Survey,involved_in_service_planning,1,Involved in service planning
FAM-02278,Western New York,Adult Family Survey,involved_in_service_planning,0,Involved in service planning
FAM-02279,Long Island,Adult Family Survey,involved_in_service_planning,1,Involved in service planning
FAM-02280,North Country,Child Family Survey,involved_in_service_planning,1,Involved in service planning
FAM-02281,Central New York,Adult Family Survey,involved_in_service_planning,1,Involved in service planning
FAM-02282,New York City,Child Family Survey,involved_in_service_planning,1,Involved in service planning
FAM-02283,New York City,Adult Family Survey,involved_in_service_planning,1,Involved in service planning
FAM-02284,New York City,Adult Family Survey,involved_in_service_planning,1,Involved in service planning
FAM-02285,Long Island,Family/Guardian Survey,involved_in_service_planning,1,Involved in service planning
FAM-02286,Long Island,Adult Family Survey,involved_in_service_planning,1,Involved in service planning
FAM-02287,New York City,Adult Family Survey,involved_in_service_planning,1,Involved in service planning
FAM-02288,Hudson Valley,Family/Guardian Survey,involved_in_service_planning,1,Involved in service planning
FAM-02289,New York City,Child Family Survey,involved_in_service_planning,0,Involved in service planning
FAM-02290,Long Island,Family/Guardian Survey,involved_in_service_planning,1,Involved in service planning
FAM-02291,New York City,Child Family Survey,involved_in_service_planning,1,Involved in service planning
FAM-02292,Western New York,Child Family Survey,involved_in_service_planning,1,Involved in service planning
FAM-02293,Central New York,Adult Family Survey,involved_in_service_planning,1,Involved in service planning
FAM-02294,New York City,Child Family Survey,involved_in_service_planning,1,Involved in service planning
FAM-02295,New York City,Adult Family Survey,involved_in_service_planning,1,Involved in service planning
FAM-02296,Central New York,Family/Guardian Survey,involved_in_service_planning,1,Involved in service planning
FAM-02297,New York City,Family/Guardian Survey,involved_in_service_planning,1,Involved in service planning
FAM-02298,New York City,Adult Family Survey,involved_in_service_planning,1,Involved in service planning
FAM-02299,New York City,Adult Family Survey,involved_in_service_planning,1,Involved in service planning
FAM-02300,Hudson Valley,Family/Guardian Survey,involved_in_service_planning,1,Involved in service planning
FAM-02301,New York City,Adult Family Survey,involved_in_service_planning,1,Involved in service planning
FAM-02302,Hudson Valley,Child Family Survey,involved_in_service_planning,1,Involved in service planning
FAM-02303,Long Island,Family/Guardian Survey,involved_in_service_planning,1,Involved in service planning
FAM-02304,Western New York,Family/Guardian Survey,involved_in_service_planning,1,Involved in service planning
FAM-02305,Long Island,Family/Guardian Survey,involved_in_service_planning,1,Involved in service planning
FAM-02306,Capital Region,Child Family Survey,involved_in_service_planning,1,Involved in service planning
FAM-02307,Mohawk Valley,Family/Guardian Survey,involved_in_service_planning,1,Involved in service planning
FAM-02308,Capital Region,Family/Guardian Survey,involved_in_service_planning,1,Involved in service planning
FAM-02309,Hudson Valley,Adult Family Survey,involved_in_service_planning,1,Involved in service planning
FAM-02310,Finger Lakes,Adult Family Survey,involved_in_service_planning,1,Involved in service planning
FAM-02311,North Country,Family/Guardian Survey,involved_in_service_planning,1,Involved in service planning
FAM-02312,Finger Lakes,Adult Family Survey,involved_in_service_planning,1,Involved in service planning
FAM-02313,Central New York,Adult Family Survey,involved_in_service_planning,1,Involved in service planning
FAM-02314,Hudson Valley,Child Family Survey,involved_in_service_planning,1,Involved in service planning
FAM-02315,New York City,Adult Family Survey,involved_in_service_planning,1,Involved in service planning
FAM-02316,New York City,Child Family Survey,involved_in_service_planning,0,Involved in service planning
FAM-02317,Long Island,Family/Guardian Survey,involved_in_service_planning,1,Involved in service planning
FAM-02318,Hudson Valley,Adult Family Survey,involved_in_service_planning,0,Involved in service planning
FAM-02319,Central New York,Adult Family Survey,involved_in_service_planning,1,Involved in service planning
FAM-02320,Capital Region,Adult Family Survey,involved_in_service_planning,1,Involved in service planning
FAM-02321,Mohawk Valley,Adult Family Survey,involved_in_service_planning,1,Involved in service planning
FAM-02322,New York City,Adult Family Survey,involved_in_service_planning,1,Involved in service planning
FAM-02323,New York City,Child Family Survey,involved_in_service_planning,1,Involved in service planning
FAM-02324,Western New York,Adult Family Survey,involved_in_service_planning,1,Involved in service planning
FAM-02325,Hudson Valley,Family/Guardian Survey,involved_in_service_planning,1,Involved in service planning
FAM-02326,Mohawk Valley,Adult Family Survey,involved_in_service_planning,1,Involved in service planning
FAM-02327,New York City,Adult Family Survey,involved_in_service_planning,1,Involved in service planning
FAM-02328,Mohawk Valley,Adult Family Survey,involved_in_service_planning,1,Involved in service planning
FAM-02329,Capital Region,Adult Family Survey,involved_in_service_planning,1,Involved in service planning
FAM-02330,Capital Region,Family/Guardian Survey,involved_in_service_planning,1,Involved in service planning
FAM-02331,Western New York,Adult Family Survey,involved_in_service_planning,1,Involved in service planning
FAM-02332,Capital Region,Family/Guardian Survey,involved_in_service_planning,0,Involved in service planning
FAM-02333,Capital Region,Adult Family Survey,involved_in_service_planning,0,Involved in service planning
FAM-02334,Western New York,Adult Family Survey,involved_in_service_planning,1,Involved in service planning
FAM-02335,Western New York,Adult Family Survey,involved_in_service_planning,1,Involved in service planning
FAM-02336,Western New York,Family/Guardian Survey,involved_in_service_planning,0,Involved in service planning
FAM-02337,Western New York,Family/Guardian Survey,involved_in_service_planning,0,Involved in service planning
FAM-02338,Hudson Valley,Family/Guardian Survey,involved_in_service_planning,1,Involved in service planning
FAM-02339,Long Island,Child Family Survey,involved_in_service_planning,1,Involved in service planning
FAM-02340,North Country,Family/Guardian Survey,involved_in_service_planning,1,Involved in service planning
FAM-02341,Southern Tier,Child Family Survey,involved_in_service_planning,1,Involved in service planning
FAM-02342,New York City,Adult Family Survey,involved_in_service_planning,1,Involved in service planning
FAM-02343,New York City,Family/Guardian Survey,involved_in_service_planning,1,Involved in service planning
FAM-02344,Western New York,Child Family Survey,involved_in_service_planning,0,Involved in service planning
FAM-02345,Finger Lakes,Child Family Survey,involved_in_service_planning,1,Involved in service planning
FAM-02346,Mohawk Valley,Adult Family Survey,involved_in_service_planning,1,Involved in service planning
FAM-02347,New York City,Child Family Survey,involved_in_service_planning,1,Involved in service planning
FAM-02348,New York City,Family/Guardian Survey,involved_in_service_planning,1,Involved in service planning
FAM-02349,Western New York,Child Family Survey,involved_in_service_planning,1,Involved in service planning
FAM-02350,Hudson Valley,Child Family Survey,involved_in_service_planning,0,Involved in service planning
FAM-02351,Central New York,Family/Guardian Survey,involved_in_service_planning,0,Involved in service planning
FAM-02352,Hudson Valley,Family/Guardian Survey,involved_in_service_planning,1,Involved in service planning
FAM-02353,Hudson Valley,Child Family Survey,involved_in_service_planning,0,Involved in service planning
FAM-02354,North Country,Adult Family Survey,involved_in_service_planning,1,Involved in service planning
FAM-02355,Central New York,Adult Family Survey,involved_in_service_planning,1,Involved in service planning
FAM-02356,New York City,Child Family Survey,involved_in_service_planning,1,Involved in service planning
FAM-02357,Central New York,Adult Family Survey,involved_in_service_planning,1,Involved in service planning
FAM-02358,New York City,Child Family Survey,involved_in_service_planning,1,Involved in service planning
FAM-02359,Finger Lakes,Adult Family Survey,involved_in_service_planning,1,Involved in service planning
FAM-02360,Finger Lakes,Child Family Survey,involved_in_service_planning,1,Involved in service planning
FAM-02361,Hudson Valley,Family/Guardian Survey,involved_in_service_planning,1,Involved in service planning
FAM-02362,New York City,Adult Family Survey,involved_in_service_planning,1,Involved in service planning
FAM-02363,Mohawk Valley,Adult Family Survey,involved_in_service_planning,1,Involved in service planning
FAM-02364,Capital Region,Adult Family Survey,involved_in_service_planning,0,Involved in service planning
FAM-02365,New York City,Family/Guardian Survey,involved_in_service_planning,1,Involved in service planning
FAM-02366,Finger Lakes,Child Family Survey,involved_in_service_planning,0,Involved in service planning
FAM-02367,Central New York,Child Family Survey,involved_in_service_planning,1,Involved in service planning
FAM-02368,Hudson Valley,Child Family Survey,involved_in_service_planning,1,Involved in service planning
FAM-02369,New York City,Family/Guardian Survey,involved_in_service_planning,1,Involved in service planning
FAM-02370,Capital Region,Adult Family Survey,involved_in_service_planning,1,Involved in service planning
FAM-02371,New York City,Family/Guardian Survey,involved_in_service_planning,1,Involved in service planning
FAM-02372,New York City,Child Family Survey,involved_in_service_planning,1,Involved in service planning
FAM-02373,New York City,Child Family Survey,involved_in_service_planning,1,Involved in service planning
FAM-02374,Capital Region,Child Family Survey,involved_in_service_planning,1,Involved in service planning
FAM-02375,Finger Lakes,Child Family Survey,involved_in_service_planning,0,Involved in service planning
FAM-02376,Central New York,Child Family Survey,involved_in_service_planning,1,Involved in service planning
FAM-02377,Long Island,Child Family Survey,involved_in_service_planning,1,Involved in service planning
FAM-02378,New York City,Child Family Survey,involved_in_service_planning,1,Involved in service planning
FAM-02379,North Country,Family/Guardian Survey,involved_in_service_planning,0,Involved in service planning
FAM-02380,New York City,Family/Guardian Survey,involved_in_service_planning,1,Involved in service planning
FAM-02381,North Country,Adult Family Survey,involved_in_service_planning,1,Involved in service planning
FAM-02382,Long Island,Adult Family Survey,involved_in_service_planning,0,Involved in service planning
FAM-02383,New York City,Family/Guardian Survey,involved_in_service_planning,1,Involved in service planning
FAM-02384,New York City,Child Family Survey,involved_in_service_planning,1,Involved in service planning
FAM-02385,New York City,Child Family Survey,involved_in_service_planning,0,Involved in service planning
FAM-02386,Long Island,Adult Family Survey,involved_in_service_planning,1,Involved in service planning
FAM-02387,Hudson Valley,Adult Family Survey,involved_in_service_planning,1,Involved in service planning
FAM-02388,Long Island,Adult Family Survey,involved_in_service_planning,1,Involved in service planning
FAM-02389,Western New York,Adult Family Survey,involved_in_service_planning,0,Involved in service planning
FAM-02390,Hudson Valley,Adult Family Survey,involved_in_service_planning,1,Involved in service planning
FAM-02391,Long Island,Child Family Survey,involved_in_service_planning,1,Involved in service planning
FAM-02392,Capital Region,Family/Guardian Survey,involved_in_service_planning,0,Involved in service planning
FAM-02393,Hudson Valley,Adult Family Survey,involved_in_service_planning,1,Involved in service planning
FAM-02394,Western New York,Adult Family Survey,involved_in_service_planning,1,Involved in service planning
FAM-02395,Hudson Valley,Child Family Survey,involved_in_service_planning,1,Involved in service planning
FAM-02396,Capital Region,Family/Guardian Survey,involved_in_service_planning,1,Involved in service planning
FAM-02397,Hudson Valley,Child Family Survey,involved_in_service_planning,1,Involved in service planning
FAM-02398,Capital Region,Child Family Survey,involved_in_service_planning,1,Involved in service planning
FAM-02399,Capital Region,Child Family Survey,involved_in_service_planning,1,Involved in service planning
FAM-02400,Central New York,Family/Guardian Survey,involved_in_service_planning,1,Involved in service planning
FAM-00001,Western New York,Adult Family Survey,gets_needed_information,1,Gets the information they need
FAM-00002,Long Island,Adult Family Survey,gets_needed_information,1,Gets the information they need
FAM-00003,Southern Tier,Adult Family Survey,gets_needed_information,1,Gets the information they need
FAM-00004,Long Island,Family/Guardian Survey,gets_needed_information,1,Gets the information they need
FAM-00005,Western New York,Family/Guardian Survey,gets_needed_information,0,Gets the information they need
FAM-00006,Finger Lakes,Child Family Survey,gets_needed_information,1,Gets the information they need
FAM-00007,Western New York,Adult Family Survey,gets_needed_information,0,Gets the information they need
FAM-00008,North Country,Adult Family Survey,gets_needed_information,1,Gets the information they need
FAM-00009,Long Island,Child Family Survey,gets_needed_information,1,Gets the information they need
FAM-00010,Mohawk Valley,Adult Family Survey,gets_needed_information,1,Gets the information they need
FAM-00011,Western New York,Family/Guardian Survey,gets_needed_information,1,Gets the information they need
FAM-00012,New York City,Child Family Survey,gets_needed_information,1,Gets the information they need
FAM-00013,Southern Tier,Child Family Survey,gets_needed_information,1,Gets the information they need
FAM-00014,Long Island,Adult Family Survey,gets_needed_information,0,Gets the information they need
FAM-00015,Capital Region,Family/Guardian Survey,gets_needed_information,0,Gets the information they need
FAM-00016,Southern Tier,Adult Family Survey,gets_needed_information,1,Gets the information they need
FAM-00017,New York City,Child Family Survey,gets_needed_information,1,Gets the information they need
FAM-00018,Long Island,Child Family Survey,gets_needed_information,1,Gets the information they need
FAM-00019,New York City,Adult Family Survey,gets_needed_information,1,Gets the information they need
FAM-00020,Long Island,Adult Family Survey,gets_needed_information,1,Gets the information they need
FAM-00021,New York City,Adult Family Survey,gets_needed_information,1,Gets the information they need
FAM-00022,Hudson Valley,Child Family Survey,gets_needed_information,0,Gets the information they need
FAM-00023,New York City,Child Family Survey,gets_needed_information,1,Gets the information they need
FAM-00024,Long Island,Child Family Survey,gets_needed_information,0,Gets the information they need
FAM-00025,Hudson Valley,Adult Family Survey,gets_needed_information,0,Gets the information they need
FAM-00026,Long Island,Child Family Survey,gets_needed_information,0,Gets the information they need
FAM-00027,Western New York,Adult Family Survey,gets_needed_information,0,Gets the information they need
FAM-00028,Southern Tier,Adult Family Survey,gets_needed_information,0,Gets the information they need
FAM-00029,Capital Region,Adult Family Survey,gets_needed_information,1,Gets the information they need
FAM-00030,Capital Region,Child Family Survey,gets_needed_information,0,Gets the information they need
FAM-00031,Finger Lakes,Family/Guardian Survey,gets_needed_information,1,Gets the information they need
FAM-00032,Hudson Valley,Family/Guardian Survey,gets_needed_information,1,Gets the information they need
FAM-00033,Southern Tier,Child Family Survey,gets_needed_information,1,Gets the information they need
FAM-00034,Central New York,Family/Guardian Survey,gets_needed_information,0,Gets the information they need
FAM-00035,New York City,Adult Family Survey,gets_needed_information,1,Gets the information they need
FAM-00036,Hudson Valley,Family/Guardian Survey,gets_needed_information,0,Gets the information they need
FAM-00037,Hudson Valley,Adult Family Survey,gets_needed_information,1,Gets the information they need
FAM-00038,Long Island,Family/Guardian Survey,gets_needed_information,1,Gets the information they need
FAM-00039,New York City,Family/Guardian Survey,gets_needed_information,1,Gets the information they need
FAM-00040,Central New York,Family/Guardian Survey,gets_needed_information,0,Gets the information they need
FAM-00041,Hudson Valley,Family/Guardian Survey,gets_needed_information,0,Gets the information they need
FAM-00042,New York City,Child Family Survey,gets_needed_information,1,Gets the information they need
FAM-00043,Capital Region,Adult Family Survey,gets_needed_information,0,Gets the information they need
FAM-00044,Hudson Valley,Adult Family Survey,gets_needed_information,1,Gets the information they need
FAM-00045,New York City,Family/Guardian Survey,gets_needed_information,0,Gets the information they need
FAM-00046,Long Island,Adult Family Survey,gets_needed_information,0,Gets the information they need
FAM-00047,Hudson Valley,Family/Guardian Survey,gets_needed_information,1,Gets the information they need
FAM-00048,Western New York,Adult Family Survey,gets_needed_information,1,Gets the information they need
FAM-00049,Long Island,Child Family Survey,gets_needed_information,1,Gets the information they need
FAM-00050,Long Island,Child Family Survey,gets_needed_information,1,Gets the information they need
FAM-00051,Hudson Valley,Child Family Survey,gets_needed_information,1,Gets the information they need
FAM-00052,Finger Lakes,Adult Family Survey,gets_needed_information,0,Gets the information they need
FAM-00053,Hudson Valley,Family/Guardian Survey,gets_needed_information,1,Gets the information they need
FAM-00054,Finger Lakes,Family/Guardian Survey,gets_needed_information,1,Gets the information they need
FAM-00055,Finger Lakes,Adult Family Survey,gets_needed_information,1,Gets the information they need
FAM-00056,New York City,Family/Guardian Survey,gets_needed_information,1,Gets the information they need
FAM-00057,Long Island,Child Family Survey,gets_needed_information,1,Gets the information they need
FAM-00058,Long Island,Child Family Survey,gets_needed_information,0,Gets the information they need
FAM-00059,Long Island,Family/Guardian Survey,gets_needed_information,1,Gets the information they need
FAM-00060,Finger Lakes,Adult Family Survey,gets_needed_information,0,Gets the information they need
FAM-00061,Central New York,Adult Family Survey,gets_needed_information,1,Gets the information they need
FAM-00062,Mohawk Valley,Child Family Survey,gets_needed_information,1,Gets the information they need
FAM-00063,New York City,Family/Guardian Survey,gets_needed_information,1,Gets the information they need
FAM-00064,Western New York,Family/Guardian Survey,gets_needed_information,1,Gets the information they need
FAM-00065,New York City,Family/Guardian Survey,gets_needed_information,0,Gets the information they need
FAM-00066,New York City,Family/Guardian Survey,gets_needed_information,1,Gets the information they need
FAM-00067,New York City,Family/Guardian Survey,gets_needed_information,1,Gets the information they need
FAM-00068,New York City,Child Family Survey,gets_needed_information,0,Gets the information they need
FAM-00069,Capital Region,Child Family Survey,gets_needed_information,1,Gets the information they need
FAM-00070,New York City,Child Family Survey,gets_needed_information,0,Gets the information they need
FAM-00071,Western New York,Adult Family Survey,gets_needed_information,0,Gets the information they need
FAM-00072,Long Island,Family/Guardian Survey,gets_needed_information,1,Gets the information they need
FAM-00073,Capital Region,Family/Guardian Survey,gets_needed_information,0,Gets the information they need
FAM-00074,Capital Region,Adult Family Survey,gets_needed_information,1,Gets the information they need
FAM-00075,New York City,Family/Guardian Survey,gets_needed_information,1,Gets the information they need
FAM-00076,Southern Tier,Family/Guardian Survey,gets_needed_information,1,Gets the information they need
FAM-00077,Mohawk Valley,Adult Family Survey,gets_needed_information,1,Gets the information they need
FAM-00078,North Country,Adult Family Survey,gets_needed_information,1,Gets the information they need
FAM-00079,New York City,Adult Family Survey,gets_needed_information,1,Gets the information they need
FAM-00080,Hudson Valley,Child Family Survey,gets_needed_information,0,Gets the information they need
FAM-00081,New York City,Adult Family Survey,gets_needed_information,1,Gets the information they need
FAM-00082,New York City,Family/Guardian Survey,gets_needed_information,1,Gets the information they need
FAM-00083,Long Island,Family/Guardian Survey,gets_needed_information,1,Gets the information they need
FAM-00084,New York City,Child Family Survey,gets_needed_information,1,Gets the information they need
FAM-00085,Hudson Valley,Child Family Survey,gets_needed_information,0,Gets the information they need
FAM-00086,Hudson Valley,Adult Family Survey,gets_needed_information,0,Gets the information they need
FAM-00087,Finger Lakes,Child Family Survey,gets_needed_information,1,Gets the information they need
FAM-00088,New York City,Child Family Survey,gets_needed_information,0,Gets the information they need
FAM-00089,Long Island,Adult Family Survey,gets_needed_information,1,Gets the information they need
FAM-00090,Southern Tier,Adult Family Survey,gets_needed_information,0,Gets the information they need
FAM-00091,North Country,Child Family Survey,gets_needed_information,1,Gets the information they need
FAM-00092,Western New York,Adult Family Survey,gets_needed_information,1,Gets the information they need
FAM-00093,Finger Lakes,Adult Family Survey,gets_needed_information,0,Gets the information they need
FAM-00094,New York City,Child Family Survey,gets_needed_information,0,Gets the information they need
FAM-00095,Long Island,Adult Family Survey,gets_needed_information,1,Gets the information they need
FAM-00096,Western New York,Adult Family Survey,gets_needed_information,1,Gets the information they need
FAM-00097,Capital Region,Family/Guardian Survey,gets_needed_information,1,Gets the information they need
FAM-00098,North Country,Child Family Survey,gets_needed_information,1,Gets the information they need
FAM-00099,Long Island,Adult Family Survey,gets_needed_information,0,Gets the information they need
FAM-00100,Hudson Valley,Adult Family Survey,gets_needed_information,1,Gets the information they need
FAM-00101,Southern Tier,Adult Family Survey,gets_needed_information,1,Gets the information they need
FAM-00102,Southern Tier,Adult Family Survey,gets_needed_information,0,Gets the information they need
FAM-00103,Western New York,Adult Family Survey,gets_needed_information,1,Gets the information they need
FAM-00104,Long Island,Family/Guardian Survey,gets_needed_information,1,Gets the information they need
FAM-00105,Western New York,Family/Guardian Survey,gets_needed_information,1,Gets the information they need
FAM-00106,Hudson Valley,Adult Family Survey,gets_needed_information,0,Gets the information they need
FAM-00107,Hudson Valley,Child Family Survey,gets_needed_information,1,Gets the information they need
FAM-00108,Western New York,Child Family Survey,gets_needed_information,1,Gets the information they need
FAM-00109,Long Island,Family/Guardian Survey,gets_needed_information,1,Gets the information they need
FAM-00110,New York City,Family/Guardian Survey,gets_needed_information,1,Gets the information they need
FAM-00111,Long Island,Adult Family Survey,gets_needed_information,0,Gets the information they need
FAM-00112,Central New York,Adult Family Survey,gets_needed_information,0,Gets the information they need
FAM-00113,New York City,Family/Guardian Survey,gets_needed_information,0,Gets the information they need
FAM-00114,New York City,Family/Guardian Survey,gets_needed_information,1,Gets the information they need
FAM-00115,New York City,Family/Guardian Survey,gets_needed_information,1,Gets the information they need
FAM-00116,Long Island,Family/Guardian Survey,gets_needed_information,1,Gets the information they need
FAM-00117,Western New York,Family/Guardian Survey,gets_needed_information,1,Gets the information they need
FAM-00118,Capital Region,Adult Family Survey,gets_needed_information,0,Gets the information they need
FAM-00119,Hudson Valley,Child Family Survey,gets_needed_information,0,Gets the information they need
FAM-00120,Southern Tier,Child Family Survey,gets_needed_information,1,Gets the information they need
FAM-00121,Hudson Valley,Family/Guardian Survey,gets_needed_information,1,Gets the information they need
FAM-00122,Hudson Valley,Child Family Survey,gets_needed_information,0,Gets the information they need
FAM-00123,Finger Lakes,Adult Family Survey,gets_needed_information,1,Gets the information they need
FAM-00124,Hudson Valley,Adult Family Survey,gets_needed_information,1,Gets the information they need
FAM-00125,New York City,Family/Guardian Survey,gets_needed_information,0,Gets the information they need
FAM-00126,Long Island,Child Family Survey,gets_needed_information,0,Gets the information they need
FAM-00127,Western New York,Adult Family Survey,gets_needed_information,1,Gets the information they need
FAM-00128,Long Island,Adult Family Survey,gets_needed_information,1,Gets the information they need
FAM-00129,Central New York,Family/Guardian Survey,gets_needed_information,0,Gets the information they need
FAM-00130,Finger Lakes,Adult Family Survey,gets_needed_information,0,Gets the information they need
FAM-00131,Long Island,Child Family Survey,gets_needed_information,1,Gets the information they need
FAM-00132,Central New York,Adult Family Survey,gets_needed_information,1,Gets the information they need
FAM-00133,New York City,Family/Guardian Survey,gets_needed_information,1,Gets the information they need
FAM-00134,Western New York,Child Family Survey,gets_needed_information,1,Gets the information they need
FAM-00135,Western New York,Child Family Survey,gets_needed_information,1,Gets the information they need
FAM-00136,New York City,Adult Family Survey,gets_needed_information,1,Gets the information they need
FAM-00137,Hudson Valley,Child Family Survey,gets_needed_information,1,Gets the information they need
FAM-00138,Mohawk Valley,Adult Family Survey,gets_needed_information,1,Gets the information they need
FAM-00139,Long Island,Adult Family Survey,gets_needed_information,1,Gets the information they need
FAM-00140,Hudson Valley,Child Family Survey,gets_needed_information,1,Gets the information they need
FAM-00141,Hudson Valley,Child Family Survey,gets_needed_information,1,Gets the information they need
FAM-00142,New York City,Family/Guardian Survey,gets_needed_information,1,Gets the information they need
FAM-00143,New York City,Adult Family Survey,gets_needed_information,1,Gets the information they need
FAM-00144,Capital Region,Adult Family Survey,gets_needed_information,1,Gets the information they need
FAM-00145,New York City,Family/Guardian Survey,gets_needed_information,0,Gets the information they need
FAM-00146,Western New York,Child Family Survey,gets_needed_information,1,Gets the information they need
FAM-00147,Hudson Valley,Family/Guardian Survey,gets_needed_information,1,Gets the information they need
FAM-00148,Finger Lakes,Family/Guardian Survey,gets_needed_information,1,Gets the information they need
FAM-00149,New York City,Family/Guardian Survey,gets_needed_information,0,Gets the information they need
FAM-00150,Southern Tier,Adult Family Survey,gets_needed_information,1,Gets the information they need
FAM-00151,Long Island,Family/Guardian Survey,gets_needed_information,1,Gets the information they need
FAM-00152,Mohawk Valley,Child Family Survey,gets_needed_information,1,Gets the information they need
FAM-00153,Long Island,Child Family Survey,gets_needed_information,1,Gets the information they need
FAM-00154,New York City,Child Family Survey,gets_needed_information,1,Gets the information they need
FAM-00155,Hudson Valley,Adult Family Survey,gets_needed_information,0,Gets the information they need
FAM-00156,North Country,Child Family Survey,gets_needed_information,1,Gets the information they need
FAM-00157,Finger Lakes,Family/Guardian Survey,gets_needed_information,0,Gets the information they need
FAM-00158,New York City,Adult Family Survey,gets_needed_information,1,Gets the information they need
FAM-00159,Finger Lakes,Adult Family Survey,gets_needed_information,1,Gets the information they need
FAM-00160,New York City,Child Family Survey,gets_needed_information,1,Gets the information they need
FAM-00161,Capital Region,Child Family Survey,gets_needed_information,0,Gets the information they need
FAM-00162,Finger Lakes,Family/Guardian Survey,gets_needed_information,1,Gets the information they need
FAM-00163,New York City,Child Family Survey,gets_needed_information,1,Gets the information they need
FAM-00164,New York City,Child Family Survey,gets_needed_information,0,Gets the information they need
FAM-00165,New York City,Adult Family Survey,gets_needed_information,1,Gets the information they need
FAM-00166,Long Island,Child Family Survey,gets_needed_information,1,Gets the information they need
FAM-00167,Hudson Valley,Child Family Survey,gets_needed_information,1,Gets the information they need
FAM-00168,Hudson Valley,Child Family Survey,gets_needed_information,1,Gets the information they need
FAM-00169,Long Island,Adult Family Survey,gets_needed_information,1,Gets the information they need
FAM-00170,Long Island,Child Family Survey,gets_needed_information,1,Gets the information they need
FAM-00171,Mohawk Valley,Child Family Survey,gets_needed_information,0,Gets the information they need
FAM-00172,Long Island,Adult Family Survey,gets_needed_information,1,Gets the information they need
FAM-00173,Hudson Valley,Adult Family Survey,gets_needed_information,1,Gets the information they need
FAM-00174,Western New York,Child Family Survey,gets_needed_information,1,Gets the information they need
FAM-00175,Hudson Valley,Family/Guardian Survey,gets_needed_information,0,Gets the information they need
FAM-00176,New York City,Child Family Survey,gets_needed_information,1,Gets the information they need
FAM-00177,Hudson Valley,Family/Guardian Survey,gets_needed_information,0,Gets the information they need
FAM-00178,Hudson Valley,Adult Family Survey,gets_needed_information,1,Gets the information they need
FAM-00179,Finger Lakes,Family/Guardian Survey,gets_needed_information,0,Gets the information they need
FAM-00180,New York City,Adult Family Survey,gets_needed_information,1,Gets the information they need
FAM-00181,Mohawk Valley,Family/Guardian Survey,gets_needed_information,1,Gets the information they need
FAM-00182,Capital Region,Adult Family Survey,gets_needed_information,0,Gets the information they need
FAM-00183,Central New York,Family/Guardian Survey,gets_needed_information,1,Gets the information they need
FAM-00184,Western New York,Adult Family Survey,gets_needed_information,0,Gets the information they need
FAM-00185,New York City,Adult Family Survey,gets_needed_information,1,Gets the information they need
FAM-00186,Western New York,Child Family Survey,gets_needed_information,1,Gets the information they need
FAM-00187,Hudson Valley,Child Family Survey,gets_needed_information,1,Gets the information they need
FAM-00188,New York City,Adult Family Survey,gets_needed_information,1,Gets the information they need
FAM-00189,Capital Region,Family/Guardian Survey,gets_needed_information,0,Gets the information they need
FAM-00190,Hudson Valley,Child Family Survey,gets_needed_information,1,Gets the information they need
FAM-00191,Western New York,Child Family Survey,gets_needed_information,0,Gets the information they need
FAM-00192,New York City,Adult Family Survey,gets_needed_information,1,Gets the information they need
FAM-00193,Hudson Valley,Child Family Survey,gets_needed_information,1,Gets the information they need
FAM-00194,Central New York,Child Family Survey,gets_needed_information,1,Gets the information they need
FAM-00195,New York City,Adult Family Survey,gets_needed_information,1,Gets the information they need
FAM-00196,New York City,Adult Family Survey,gets_needed_information,1,Gets the information they need
FAM-00197,Long Island,Family/Guardian Survey,gets_needed_information,0,Gets the information they need
FAM-00198,Hudson Valley,Family/Guardian Survey,gets_needed_information,1,Gets the information they need
FAM-00199,Hudson Valley,Family/Guardian Survey,gets_needed_information,0,Gets the information they need
FAM-00200,Mohawk Valley,Child Family Survey,gets_needed_information,1,Gets the information they need
FAM-00201,Capital Region,Family/Guardian Survey,gets_needed_information,0,Gets the information they need
FAM-00202,Finger Lakes,Child Family Survey,gets_needed_information,1,Gets the information they need
FAM-00203,Long Island,Family/Guardian Survey,gets_needed_information,0,Gets the information they need
FAM-00204,North Country,Adult Family Survey,gets_needed_information,0,Gets the information they need
FAM-00205,North Country,Family/Guardian Survey,gets_needed_information,0,Gets the information they need
